SNES_Name,Absorbs,Attack,Attack_Visual,Control,Defense,Drops,Exp,Elemental_Immunity,Evasion,Gil,HP,ID,Imp_Criticals,Inherent_Status,Level,Location,MP,MP_Kill,Magic_Attack,Magic_Defense,Magic_Evasion,Metamorphose,Other_Immunity,Rage,Run_Difficulty,Sketch,Special_Attack,Speed,Status_Immunity,Steal,Type,Vulnerable_to,Weak_Against,Boss,iOS,Dragon_Den
Mover,Poison,20,Fist,"Attack, Mighty Guard",115,Magicite Shard (1/8),1500,None,225,0,120,243,No,Float,51,"Kefka's Tower (Room after Ultima Buster, Party #2) [WoR]",10500,Yes,10,254,0,"Remedy, Remedy, Remedy, Remedy (64/256)",Meteor Strike,Meltdown,Hard,"Disaster (3/4), Attack (1/4)",Silencing Touch (inflicts 'Silence'),85,"Imp, Petrify, Doom, Critical, Image, Silence, Berserk Confusion, Sap, Sleep",Super Ball (7/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Death, Slow Stop",None,0,0,0
Rhodox,None,11,Fist,Attack,100,None,59,None,0,80,119,16,No,None,7,Grass/Forest around South Figaro [WoB] Grass between Mt. Kolts and Returner Hideout [WoB] Grass outside Nikeah [WoB],100,No,10,155,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (255/256)",Meteor Strike,Snare,Easy,"Snare (3/4), Maul (1/4)",Maul (500% damage),30,"Darkness, Silence, Berserk","Antidote (7/8), Potion (1/8)",N/A,"Zombie, Poison, MagiTek, Invisible, Imp, Petrify, Death Doom, Critical, Image, Confusion, Sap, Sleep, Slow Stop",None,0,0,0
Ursus,None,15,Dragon Claws,"Attack, Neck Scratch",165,None,882,None,110,2000,2409,148,Yes,None,34,"Mt. Zozo (Caves, Slopes [Except Slopes with Bridge]) [WoR]",74,No,10,140,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (128/256)",None,Net,Easy,"Fira (3/4), Neck Scratch (1/4)",Neck Scratch (150% damage),34,"Zombie, Poison, MagiTek, Invisible, Silence, Confusion",Thief's Bracer (1/8),N/A,"Darkness, Imp, Petrify, Death, Doom, Critical, Image Berserk, Sap, Sleep, Slow, Stop",Fire,0,0,0
Chitonid,None,13,Dragon Claws,"Attack, Carapace",140,Remedy (1/8),321,None,0,356,1111,117,Yes,Protect,26,Southern Continent (Wasteland) [WoR],60,No,10,80,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (128/256)",None,Stop,Easy,"Attack (3/4), Carapace (1/4)",Carapace (150% damage),25,"Petrify, Death, Silence",Hi-Potion (7/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Doom Critical, Image, Berserk, Confusion, Sap, Sleep, Slow Stop",Lightning,0,0,0
Steroidite,None,13,Fist,"Attack, Bodyslam, Snowstorm, Blaster",5,None,4200,None,0,100,25000,241,Yes,None,54,"Kefka's Tower (Room after Ultima Buster, Party #2) [WoR]",350,No,15,70,0,"Potion, Potion, Potion, Organyx (32/256)",None,Snowstorm,Hard,"Landslide (3/4), Bodyslam (1/4)",Bodyslam (300% damage),45,"Darkness, Poison, Imp, Petrify, Death, Doom, Critical Silence, Sleep",Thunder Shield (1/8),N/A,"Zombie, MagiTek, Invisible, Image, Berserk, Confusion, Sap Slow, Stop",Holy,0,0,0
Naughty,Ice,11,Partisan,"Attack, Hit",115,None,0,"Poison, Wind, Earth, Water",0,0,3000,113,Yes,"Float, Protect",24,Floating Continent (While trying to escape),195,Yes,10,145,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Hit (1/4)",Hit (200% damage),48,"Death, Doom, Critical, Image, Berserk, Confusion, Sap Slow, Stop",None,Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Silence, Sleep","Fire, Lightning, Holy",0,0,0
Nautiloid,Water,18,Magical Brush,"Attack, Ink",100,Eye Drops (1/8),216,None,0,173,236,22,No,Protect,11,Lethe River [WoB],100,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",None,Ink,Easy,"Attack (3/4), Ink (1/4)",Ink (inflicts 'Darkness'),35,Imp,"Potion (7/8), Hi-Potion (1/8)",N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Slow, Stop","Fire, Lightning",0,0,0
NeckHunter,None,5,Rune Blade,"Attack, Mad Sickle, Imp",102,Peace Ring (1/8),588,None,0,1330,1334,137,Yes,Haste,28,South Figaro Cave (Everywhere except in Rooms after Turtle) [WoR] Figaro Castle (Basement) [WoR],150,No,10,153,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (128/256)",None,Imp,Easy,"Imp (3/4), Mad Sickle (1/4)",Mad Sickle (inflicts 'Confusion'),30,Imp,Black Cowl (1/8),Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Slow, Stop",Poison,0,0,0
Necromancr,Poison,13,Ice Rod,"Attack, Banish, Death, Flare",100,Holy Water (7/8),1510,None,0,791,3525,168,No,Float,48,Phoenix Cave (Upstairs; Non-lava floors) [WoR],900,Yes,7,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",Meteor Strike,Death,Easy,"Death (3/4), Banish (1/4)",Zombie Stick (inflicts 'Zombie'),25,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep",Phoenix Down (1/8),"Humanoid, Undead","MagiTek, Invisible, Death, Doom, Critical, Image, Confusion Sap, Slow, Stop","Fire, Holy",0,0,0
Nerapa,Fire,11,Partisan,"Attack, Hit",105,None,0,"Poison, Wind, Earth, Water",0,0,2800,308,No,"Float, Reflect",26,Floating Continent (While trying to escape),280,Yes,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",Control,None,Can't Run Away,"Attack (3/4), Hit (1/4)",Hit (150% damage),48,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Critical, Image, Silence, Sap, Sleep, Slow",None,Humanoid,"Death, Doom, Berserk, Confusion, Stop","Ice, Lightning, Holy",1,0,0
CrassHoppr,None,10,Fist,"Attack, Wing Snap",50,Hi-Potion (1/8),89,None,0,145,243,34,No,Float,11,Overworld (Sabin's Scenario) [Forest] [WoB] Overworld (Area West of Veldt) [Grass],80,No,10,155,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",Meteor Strike,Berserk,Easy,"Attack (3/4), Wing Snap (1/4)",Wing Snap (inflicts 'Berserk'),30,"Imp, Sleep",Antidote (Always),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Slow, Stop","Fire, Wind",0,0,0
Pm Stalker,Poison,9,Fist,"Attack, Poison, Drain, Bio",140,None,258,None,0,491,265,124,No,"Sap, Float",26,Tzen (Crumbling House) [WoR] - As a random encounter AND Monster-in-a-Box,190,Yes,6,115,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",Meteor Strike,Drain,Easy,"Drain (3/4), Poison (1/4)",Sapping Touch (inflicts 'Sap'),20,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep",X-Potion (1/8),Undead,"MagiTek, Invisible, Death, Doom, Critical, Image, Confusion Sap, Slow, Stop","Fire, Holy",0,0,0
Ninja,Poison,22,Kiku-ichimonji,"Attack, Flame Scroll, Water Scroll, Lightning Scroll",135,Fuma Shuriken (1/8),694,None,50,520,1650,112,No,Float,27,"Cave to the Sealed Gate (B3F, Hit Right switch) Floating Continent",130,No,5,140,0,"Viper Darts, Viper Darts, Assassin's Dagger, Ichigeki (32/256)",None,Water Scroll,Can't Run Away,"Water Scroll (3/4), Flame Scroll (1/4)",Stealth (unblockable; bestows 'Invisible'),37,"Darkness, Petrify, Critical, Confusion, Sap, Sleep, Slow Stop",Angel Wings (1/8),Humanoid,"Zombie, Poison, MagiTek, Invisible, Imp, Death, Doom Image, Silence, Berserk","Lightning, Holy",0,0,0
Number 024,None,20,Rune Blade,"Attack, Overflow",170,"Icebrand (7/8), Flametongue (1/8)",0,None,0,0,4777,292,Yes,None,24,Magitek Research Facility,777,Yes,3,100,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",Control,None,Can't Run Away,"Attack (3/4), Overflow (1/4)",Overflow (inflicts 'Confusion'),40,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Silence, Berserk, Confusion, Sap, Slow Stop","Rune Blade (7/8), Blood Sword (1/8)",Humanoid,"Imp, Image, Sleep",None,1,0,0
Number 128,Ice,13,Rune Blade,"Attack, Blood Feast",120,Tent (Always),0,None,0,0,3276,293,No,None,23,Magitek Research Facility (Mine Cart; Boss),810,No,3,125,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Blood Feast (1/4)",Blood Feast (steals HP),30,"Zombie, Poison, MagiTek, Invisible, Imp, Petrify, Death Doom, Image, Silence, Confusion, Sap, Sleep, Stop",Kazekiri (1/8),N/A,"Darkness, Critical, Berserk, Slow",None,1,0,0
Latimeria,None,15,Fist,"Attack, Corkscrew, Magnitude 8",125,Antidote (1/8),612,None,0,971,1700,132,No,None,27,Figaro Continent (Forest) [WoR],100,No,9,140,0,"Tent, Phoenix Down, Teleport Stone, Holy Water (128/256)",None,Magnitude 8,Easy,"Magnitude 8 (3/4), Corkscrew (1/4)",Corkscrew (150% damage),35,"Darkness, Poison, Imp, Death, Berserk, Sleep",Gaia Gear (7/8),N/A,"Zombie, MagiTek, Invisible, Petrify, Doom, Critical, Image Silence, Confusion, Sap, Slow, Stop",Lightning,0,0,0
Cadet,None,13,Trident,"Attack, Axe",80,Potion (1/8),0,None,0,144,380,26,No,Protect,13,Imperial Camp,48,No,10,140,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",None,None,Can't Run Away,"Attack (3/4), Axe (1/4)",Axe (150% damage),30,None,None,Humanoid,None,Poison,0,0,0
Tomb Thumb,None,10,Dagger,"Attack, Dash, Traveler",150,Green Cherry (1/8),500,None,0,150,2000,190,No,None,33,Yeti's Cave (Umaro's Room & Cave with Tonberries) [WoR],100,No,10,120,0,"Mythril Sword, Mythril Helm, Mythril Mail, Heavy Shield (128/256)",None,Traveler,Easy,"Traveler (3/4), Dash (1/4)",Dash (bestows 'Haste'),32,"Zombie, Poison, MagiTek, Imp, Petrify, Sap",None,Humanoid,"Darkness, Invisible, Death, Doom, Critical, Image, Silence Berserk, Confusion, Sleep, Slow, Stop","Lightning, Water",0,0,0
Pipsqueak,None,13,Dagger,"Attack, Gravity, Graviga",200,None,115,None,0,100,250,75,No,None,18,Vector (Talk to the soldier in the Magitek suit) Magitek Research Facility (1st & 2nd Room; Room after Espers; While escaping from Magitek Research Facility),50,No,10,150,0,"Mythril Sword, Mythril Helm, Mythril Mail, Heavy Shield (64/256)",None,Imp,Easy,"Roulette (3/4), Imp (1/4)",Program 55 (inflicts 'Imp'),25,"Zombie, Poison, MagiTek, Imp, Petrify, Sap",Potion (7/8),Humanoid,"Darkness, Invisible, Death, Doom, Critical, Image, Silence Berserk, Confusion, Sleep, Slow, Stop","Lightning, Water",0,0,0
Piranha,None,13,Fist,"Attack, Hit",100,Potion (1/8),0,None,0,0,10,49,No,Float,9,Baren Falls,60,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Hit (1/4)",Hit (150% damage),30,"Zombie, Poison, Imp, Petrify, Death",None,N/A,"Darkness, MagiTek, Invisible, Doom, Critical, Image, Silence Berserk, Confusion, Sap, Sleep, Slow, Stop",Lightning,0,0,0
Uroburos,Fire,13,Magical Brush,"Attack, Bio, Quake",252,Phoenix Down (1/8),1780,None,0,390,50,163,No,None,48,Phoenix Cave (Downstairs; Lava floors) [WoR],760,No,10,252,0,"Remedy, Remedy, Remedy, Remedy (128/256)",None,Quake,Easy,"Quake (3/4), Bio (1/4)",Negatouch (inflicts 'Zombie'),40,"Darkness, Imp, Petrify, Critical, Silence, Sleep",Phoenix Down (1/8),N/A,"Zombie, Poison, MagiTek, Invisible, Death, Doom, Image Berserk, Confusion, Sap, Slow, Stop",Ice,0,0,0
Ing,"Fire, Poison",18,Fist,"Attack, Glare, Lifeshaver",110,Holy Water (1/8),740,None,0,442,1100,87,No,Float,21,"Cave to the Sealed Gate (B1F, B2F, and B3F)",50,No,12,150,0,"Remedy, Remedy, Remedy, Remedy (128/256)",Meteor Strike,Lifeshaver,Easy,"Lifeshaver (3/4), Glare (1/4)",Glare (inflicts 'Darkness'),35,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep",Amulet (1/8),Undead,"MagiTek, Invisible, Death, Doom, Critical, Image, Confusion Sap, Slow, Stop","Holy, Water",0,0,0
Outsider,Poison,15,Kiku-ichimonji,"Attack, Dispatch, Banish, Flare",105,None,2600,None,0,2800,8050,250,No,Haste,18,Kefka's Tower (1st Party,400,No,4,155,0,"Viper Darts, Viper Darts, Assassin's Dagger, Ichigeki (32/256)",Meteor Strike,Holy,Hard,"Attack (3/4), Dispatch (1/4)",Dispatch (inflicts 'Death'),40,"Darkness, Poison, Imp, Berserk, Confusion, Sleep",Stoneblade (1/8),Humanoid,"Zombie, MagiTek, Invisible, Petrify, Death, Doom, Critical Image, Silence, Sap, Slow, Stop",Holy,0,0,0
Over-Mind,Poison,12,Ice Rod,"Attack, Dread Gaze",55,"Green Cherry (7/8), Holy Water (1/8)",65,None,0,228,390,44,No,None,13,Phantom Train (Only after you detach part of the train),190,No,7,150,0,"Remedy, Remedy, Remedy, Remedy (128/256)",None,Will o' the Wisp,Easy,"Attack (3/4), Dread Gaze (1/4)",Insanitouch (inflicts 'Confusion'),30,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep",Hi-Potion (1/8),Undead,"MagiTek, Invisible, Death, Doom, Critical, Image, Confusion Sap, Slow, Stop","Fire, Holy",0,0,0
Pan Dora,Poison,13,Fist,"Attack, Hypno Gas, Revenge Blast",140,None,622,None,0,461,1522,212,No,Float,39,Cyan's Dream/Dreamscape (Everywhere but Cave) [WoR],350,Yes,10,80,0,"Potion, Potion, Potion, Ribbon (32/256)",Meteor Strike,Revenge Blast,Easy,"Revenge Blast (3/4), Hypno Gas (1/4)",Hypno Gas (inflicts 'Sleep'),25,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep",None,Undead,"MagiTek, Invisible, Death, Doom, Critical, Image, Confusion Sap, Slow, Stop","Fire, Holy",0,0,0
Over Grunk,None,13,Magical Brush,"Attack, Poison Touch, Confuse",125,None,219,None,0,365,492,61,No,None,15,Forest near Kohlingen,100,No,10,125,0,"Remedy, Remedy, Remedy, Remedy (255/256)",Meteor Strike,Poison Touch,Easy,"Poison (3/4), Poison Touch (1/4)",Poison Touch (inflicts 'Poison'),30,"Darkness, Zombie, Imp, Berserk, Confusion, Sleep","Hi-Potion (7/8), Remedy (1/8)",N/A,"Poison, MagiTek, Invisible, Petrify, Death, Doom, Critical Image, Silence, Sap, Slow, Stop",Fire,0,0,0
Parasite,None,1,Fist,"Attack, Mind Stop, Gigavolt",140,None,455,None,0,461,1000,213,No,Float,39,Cyan's Dream/Dreamscape (Everywhere but Cave) [WoR],230,Yes,1,5,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (128/256)",Meteor Strike,Gigavolt,Hard,"Gigavolt (3/4), Mind Stop (1/4)",Mind Stop (inflicts 'Stop'),20,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep",None,N/A,"MagiTek, Invisible, Death, Doom, Critical, Image, Confusion Sap, Slow, Stop",Fire,0,0,0
Peepers,None,7,Fist,"Attack, Tail, White Wind",5,None,2,None,0,0,1,116,No,Sap,23,Solitary Island [WoR] Southern Continent (Desert) [WoR],19,No,10,5,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (255/256)",Meteor Strike,White Wind,Easy,"White Wind (3/4), Tail (1/4)",Tail (150% damage),35,Poison,Elixir (1/8),N/A,"Darkness, Zombie, MagiTek, Invisible, Imp, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Slow, Stop","Ice, Water",0,0,0
GhostTrain,Poison,10,Fist,"Attack, Wheel",30,Tent (Always),0,None,0,0,1900,284,No,None,14,Phantom Train (Boss),350,No,5,210,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",Control,None,Can't Run Away,"Attack (3/4), Wheel (1/4)",Wheel (200% damage),30,"Darkness, Zombie, Poison, Invisible, Imp, Petrify, Silence Berserk, Confusion, Sap, Sleep, Slow, Stop",None,Undead,"MagiTek, Death, Doom, Critical, Image","Fire, Lightning, Holy",1,0,0
Wirey Drgn,None,35,Dragon Claws,"Attack, Wing, Cyclonic",150,None,895,None,0,1300,2802,110,No,"Float, Protect",26,Floating Continent,200,No,10,115,0,"Crystal Sword, Crystal Shield, Crystal Helm, Crystal Mail (32/256)",Meteor Strike,Cyclonic,Easy,"Cyclonic (3/4), Wing (1/4)",Wing (200% damage),31,Imp,Dragoon Boots (1/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap Sleep, Slow, Stop",None,0,0,0
PlutoArmor,None,13,Trident,"Attack, Ram, Magitek Laser, Metal Cutter",105,None,853,None,0,629,2850,210,No,None,39,Cyan's Dream/Dreamscape (Cave) [WoR],220,No,9,150,0,"Mythril Sword, Mythril Helm, Mythril Mail, Heavy Shield (64/256)",None,Magitek Laser,Easy,"Magitek Laser (3/4), Ram (1/4)",Ram (200% damage),35,"Zombie, Poison, MagiTek, Imp, Petrify, Sap",None,N/A,"Darkness, Invisible, Death, Doom, Critical, Image, Silence Berserk, Confusion, Sleep, Slow, Stop","Lightning, Water",0,0,0
Poplium,Poison,13,Fist,"Attack, Slow",55,Potion (1/8),55,None,0,55,145,41,No,Float,11,Phantom Forest,25,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (128/256)",Meteor Strike,Cling,Easy,"Attack (3/4), Slow (1/4)",Cling (inflicts 'Slow'),25,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep",Hi-Potion (1/8),Undead,"MagiTek, Invisible, Death, Doom, Critical, Image, Confusion Sap, Slow, Stop","Fire, Holy",0,0,0
Hit,None,6,Fist,"Attack, 10-Hit Combo",115,None,0,None,0,0,28000,362,No,Float,73,Kefka's Tower (Final Battle; 2nd Part) [WoR],10000,No,9,153,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Libra, Sketch, Control",None,Can't Run Away,"Attack (3/4), 10-Hit Combo (1/4)",10-Hit Combo (150% damage),33,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Confusion, Sap Sleep, Haste, Shell, Safe, Reflect",Elixir (7/8),Humanoid,"Berserk, Slow, Stop",Poison,1,0,0
Brontaur,None,15,Fist,"Attack, Heave, Firaga, Meteor",130,None,3000,None,0,1200,10050,246,No,None,50,Kefka's Tower (All Parties,12850,No,12,110,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (255/256)",None,Firaga,Hard,"Firaga (3/4), Heave (1/4)",Heave (500% damage),35,"Death, Doom, Berserk, Confusion",Dried Meat (1/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Critical, Image, Silence, Sap, Sleep, Slow, Stop",Ice,0,0,0
Prometheus,None,13,Fist,"Attack, Drill, Southern Cross, Northern Cross",170,None,5200,None,0,1300,14500,262,No,None,56,Kefka's Tower (1st Party,2050,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)",None,None,Hard,"Southern Cross (3/4), Drill (1/4)",Drill (150% damage),47,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Stop",Debilitator (1/8),N/A,Slow,"Lightning, Water",0,0,0
ProtoArmor,None,12,Fist,"Attack, Program 35, Magitek Laser, Scintillation",230,Bioblaster (1/8),499,None,0,296,670,78,No,None,19,Imperial Observation Post (Talk to the soldier in the Magitek suit) Vector (Talk to the soldier in the Magitek suit) Magitek Research Facility (1st & 2nd Room),125,No,7,110,0,"Crystal Sword, Crystal Shield, Crystal Helm, Crystal Mail (32/256)",None,None,Easy,"Magitek Laser (3/4), Program 35 (1/4)",Program 35 (150% damage),30,"Zombie, Poison, MagiTek, Imp, Petrify, Sap","Hi-Potion (7/8), Mythril Mail (1/8)",N/A,"Darkness, Invisible, Death, Doom, Critical, Image, Silence Berserk, Confusion, Sleep, Slow, Stop",Lightning,0,0,0
Apparite,"Fire, Poison",17,Fist,"Attack, Sapping Touch, Imp",110,Holy Water (1/8),415,None,0,300,781,88,No,"Sap, Float",20,Cave to the Sealed Gate (First Cave; B1F),60,No,10,150,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",Meteor Strike,Imp,Easy,Sapping Touch (Always),Sapping Touch (inflicts 'Sap'),35,"Darkness, Zombie, Poison, Imp, Petrify, Silence, Berserk Sleep, Slow, Stop","Holy Water (7/8), Hi-Potion (1/8)",Undead,"MagiTek, Invisible, Death, Doom, Critical, Image, Confusion Sap","Ice, Holy",0,0,0
Psychot,Fire,14,Fist,"Attack, Mindshock, Lifeshaver",165,Potion (1/8),347,None,0,275,900,187,No,Float,32,"Narshe Mines (West Mines, except 1st Cave) [WoR]",55,No,10,125,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (255/256)",Meteor Strike,Lifeshaver,Easy,"Lifeshaver (3/4), Mindshock (1/4)",Mindshock (steals MP),33,"Darkness, Poison, Imp, Petrify, Death, Doom, Sleep",Potion (Always),N/A,"Zombie, MagiTek, Invisible, Critical, Image, Silence, Berserk Confusion, Sap, Slow, Stop",Ice,0,0,0
Punisher,None,28,Rune Blade,Attack,100,None,1242,None,115,3000,2191,151,Yes,Haste,35,"Mt. Zozo (Caves, Slopes [Except Slopes with Bridge]) [WoR]",136,No,10,155,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (128/256)",None,Thundaga,Hard,Attack (Always),Clobber (200% damage),35,"Imp, Sleep, Slow, Stop","Rising Sun (7/8), Bone Club (1/8)",Humanoid,"Darkness, Zombie, Poison, MagiTek, Invisible, Petrify, Death Doom, Critical, Image, Silence, Berserk, Confusion, Sap",Poison,0,0,0
Prussian,None,13,Dragon Claws,"Attack, Bear Hug, Stone",115,None,1396,None,0,773,3300,198,No,None,41,Around Thamasa (Everywhere) [WoR],188,No,10,155,0,"Dried Meat, Dried Meat, Dried Meat, Dried Meat (128/256)",None,Rock Slide,Easy,"Attack (3/4), Bear Hug (1/4)",Bear Hug (300% damage),35,"Petrify, Critical, Confusion",Moonring Blade (1/8),N/A,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Death Doom, Image, Silence, Berserk, Sap, Sleep, Slow Stop",None,0,0,0
Nightshade,Water,13,Fist,"Attack, Poison Seed, Entice",110,None,872,None,0,767,2200,157,No,None,37,Owzer's Mansion (Pink Flower Painting) [WoR],305,No,9,140,0,"Remedy, Remedy, Remedy, Remedy (64/256)",None,Entice,Easy,"Entice (3/4), Poison Seed (1/4)",Poison Seed (inflicts 'Poison'),35,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop",Nutkin Suit (1/8),N/A,Nothing,Fire,0,0,0
Rough,Lightning,13,Ice Rod,"Attack, Rapier",80,None,0,None,0,0,8000,349,No,None,69,Kefka's Tower (Magitek Factory; 3rd Party) [WoR],770,No,10,190,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Control",None,Can't Run Away,"Attack (3/4), Rapier (1/4)",Rapier (150% damage),30,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Image Silence, Berserk, Confusion, Sap, Sleep",Flame Shield (1/8),N/A,"Petrify, Death, Doom, Critical, Slow, Stop",Ice,1,0,0
Red Dragon,Fire,13,Fist,"Attack, Eraser",110,Murakumo (Always),0,None,0,0,30000,337,No,None,67,Phoenix Cave (Flame Labyrinth) [WoR],1780,No,10,150,0,"Crystal Sword, Crystal Shield, Crystal Helm, Crystal Mail (32/256)",Control,None,Can't Run Away,"Firaga (3/4), Lv. ? Holy (1/4)","Eraser (unblockable; standard damage, removes 'Reflect')",75,"Zombie, MagiTek, Invisible, Imp, Petrify, Death, Doom Critical, Silence, Berserk, Sleep, Stop",None,N/A,"Darkness, Poison, Image, Confusion, Sap, Slow","Ice, Water",1,0,0
Sleep,None,63,Ice Rod,"Attack, Repose",140,None,0,None,0,0,40000,364,No,Float,71,Kefka's Tower (Final Battle; 3rd Tier) [WoR],10000,No,6,120,0,"Antidote, Green Cherry, Eye Drops, Gold Needle (0/256)","Meteor Strike, Libra, Sketch, Control",None,Can't Run Away,"Attack (3/4), Repose (1/4)",Repose (inflicts 'Death'),46,"Darkness, Zombie, Poison, MagiTek, Invisible, Imp, Petrify Death, Doom, Critical, Image, Silence, Berserk, Confusion Sap, Sleep, Slow, Stop, Haste, Shell, Safe",Ultima Weapon (7/8),Humanoid,Nothing,None,1,0,0
